id_num,page_id,class_name,x_start,y_start,x_stop,y_stop,logical_shall,logical_should,associated_with,parent_of,sibling_of,child_of,internal_reference,external_reference,text
118.0,114.0,LTTextBoxHorizontal,146.700012,91.987321535,546.2449320000002,118.237321535,True,False,101.0,,,,,,"Mechanisms that use heat (e.g., nichrome wire) shall not be exposed to the
outside environment to reduce potential risk of setting vegetation on fire."
138.0,116.0,LTTextBoxHorizontal,146.700012,703.2373245350001,547.6160257200002,729.4873245350001,True,False,120.0,,,,,,"Both the container and probe shall be labeled with team contact information
including email address."
139.0,116.0,LTTextBoxHorizontal,146.700012,653.7373245350001,536.2429790400003,694.2373245350001,True,False,121.0,,,,,,"Cost of the CanSat shall be under $1000.  Ground support and analysis
tools are not included in the cost. Equipment from previous years shall be
included in this cost, based on current market value."
140.0,116.0,LTTextBoxHorizontal,146.700012,618.4873245350001,505.97345082,644.7373245350001,True,False,122.0,,,,,,"XBEE radios shall be used for telemetry.  2.4 GHz Series radios are
allowed. 900 MHz XBEE radios are also allowed."
141.0,116.0,LTTextBoxHorizontal,146.700012,597.4873215350001,513.29767386,609.4873215350001,True,False,123.0,,,,,,XBEE radios shall have their NETID/PANID set to their team number.
142.0,116.0,LTTextBoxHorizontal,146.700012,576.4873215350001,378.1629018000001,588.4873215350001,True,False,124.0,,,,,,XBEE radios shall not use broadcast mode.
143.0,116.0,LTTextBoxHorizontal,146.700012,526.9873215350001,546.9421977600001,567.4873215350001,True,False,125.0,,,,,,"The container and probe shall include an easily accessible power switch
that can be accessed without disassembling the cansat and science probes
and in the stowed configuration."
144.0,116.0,LTTextBoxHorizontal,146.700012,477.487321535,543.60235392,517.987321535,True,False,126.0,,,,,,"The container and probe shall include a power indicator such as an LED or
sound generating device that can be easily seen or heard without
disassembling the cansat and in the stowed state."
145.0,116.0,LTTextBoxHorizontal,146.700012,456.487321535,547.6277443200001,468.487321535,True,False,127.0,,,,,,An audio beacon is required for the probe. It shall be powered after landing.
146.0,116.0,LTTextBoxHorizontal,146.700012,421.237321535,527.5886821200002,447.487321535,True,False,128.0,,,,,,"The audio beacon shall have a minimum sound pressure level of 92 dB,
unobstructed."
147.0,116.0,LTTextBoxHorizontal,146.700012,371.737321535,542.8347762000002,412.237321535,True,False,129.0,,,,,,"Battery source may be alkaline, Ni-Cad, Ni-MH or Lithium. Lithium polymer
batteries are not allowed. Lithium cells must be manufactured with a metal
package similar to 18650 cells. Coin cells are allowed."
148.0,116.0,LTTextBoxHorizontal,146.700012,322.23732153500004,541.5984475200001,362.737321535,True,False,130.0,,,,,,"An easily accessible battery compartment shall be included allowing
batteries to be installed or removed in less than a minute and not require a
total disassembly of the CanSat."
149.0,116.0,LTTextBoxHorizontal,146.700012,286.98732153500004,514.2351667200002,313.23732153500004,True,False,131.0,,,,,,"Spring contacts shall not be used for making electrical connections to
batteries. Shock forces can cause momentary disconnects."
150.0,116.0,LTTextBoxHorizontal,146.700012,251.737321535,542.9343852000002,277.98732153500004,True,False,132.0,,,,,,"The Cansat shall operate during the environmental tests laid out in Section
3.5."
151.0,116.0,LTTextBoxHorizontal,146.700012,216.487321535,540.2390726400002,242.737321535,True,False,133.0,,,,,,"The Cansat shall operate for a minimum of two hours when integrated into
the rocket."
152.0,116.0,LTTextBoxHorizontal,146.700012,181.237321535,536.9343850800001,207.487321535,True,False,134.0,,,,,,"The probe shall be released from the container when the CanSat reaches
500 meters."
153.0,116.0,LTTextBoxHorizontal,146.700012,160.237321535,483.59063886,172.237321535,True,False,135.0,,,,,,The probe shall deploy a heat shield after leaving the container.
154.0,116.0,LTTextBoxHorizontal,146.700012,124.987321535,543.6140725200001,151.237321535,True,False,136.0,,,,,,"The heat shield shall be used as an aerobrake and limit the descent rate to
20 m/s or less."
155.0,116.0,LTTextBoxHorizontal,146.700012,89.737321535,534.9421975200001,115.987321535,True,False,137.0,,,,,,"At 200 meters, the probe shall release a parachute to reduce the descent
rate to 5 m/s +/- 1m/sec."
176.0,118.0,LTTextBoxHorizontal,146.700012,717.4873245350001,371.50665156,729.4873245350001,True,False,157.0,,,,,,"Once landed, the probe shall upright itself."
177.0,118.0,LTTextBoxHorizontal,146.700012,682.2373245350001,550.2937599600001,708.4873245350001,True,False,158.0,,,,,,"After uprighting, the probe shall deploy a flag 500 mm above the base of the
probe."
178.0,118.0,LTTextBoxHorizontal,146.700012,661.2373245350001,423.5027450400001,673.2373245350001,True,False,159.0,,,,,,The probe shall transmit telemetry once per second.
179.0,118.0,LTTextBoxHorizontal,146.700012,611.7373245350001,550.94415084,652.2373245350001,True,False,160.0,,,,,,"The probe telemetry shall include altitude, air pressure, temperature, battery
voltage, probe tilt angles, command echo, and GPS coordinates that include
latitude, longitude, altitude and number of satellites tracked."
180.0,118.0,LTTextBoxHorizontal,146.700012,590.7373215350001,510.93633828000014,602.7373215350001,True,False,161.0,,,,,,The probe shall include a video camera pointing down to the ground.
181.0,118.0,LTTextBoxHorizontal,146.700012,555.4873215350001,507.55547892000016,581.7373215350001,True,False,162.0,,,,,,"The video camera shall record the flight of the probe from release to
landing."
182.0,118.0,LTTextBoxHorizontal,146.700012,520.2373215350001,547.5515727600002,546.4873215350001,True,False,163.0,,,,,,"The video camera shall record video in color and with a minimum resolution
of 640x480."
183.0,118.0,LTTextBoxHorizontal,146.700012,470.737321535,550.01837298,511.237321535,True,False,164.0,,,,,,"The flight software shall maintain a count of packets transmitted which shall
increment with each packet transmission throughout the mission.  The value
shall be maintained through processor resets."
184.0,118.0,LTTextBoxHorizontal,146.700012,435.487321535,536.9050884000002,461.737321535,True,False,165.0,,,,,,"The probe shall maintain mission time throughout the whole mission even
with processor resets or momentary power loss."
185.0,118.0,LTTextBoxHorizontal,146.700012,400.237321535,526.8738385200003,426.487321535,True,False,166.0,,,,,,"The probe shall have its time set to within one second UTC time prior to
launch."
186.0,118.0,LTTextBoxHorizontal,146.700012,350.73732153500004,535.6043070000002,391.237321535,True,False,167.0,,,,,,"The probe flight software shall support simulated flight mode where the
ground station sends air pressure values at a one second interval using a
provided flight profile csv file."
187.0,118.0,LTTextBoxHorizontal,146.700012,315.48732153500004,550.2644631600001,341.73732153500004,True,False,168.0,,,,,,"In simulation mode, the flight software shall use the radio uplink pressure
values in place of the pressure sensor for determining the container altitude."
188.0,118.0,LTTextBoxHorizontal,146.700012,265.98732153500004,508.87969788000015,306.48732153500004,True,False,169.0,,,,,,"The container flight software shall only enter simulation mode after it
receives the SIMULATION ENABLE and SIMULATION ACTIVATE
commands."
189.0,118.0,LTTextBoxHorizontal,146.700012,230.737321535,552.2625100800001,256.98732153500004,True,False,170.0,,,,,,"The ground station shall command the Cansat to start calibrating the altitude
to zero when the Cansat is on the launch pad prior to launch."
190.0,118.0,LTTextBoxHorizontal,146.700012,195.487321535,545.5945414800001,221.737321535,True,False,171.0,,,,,,"The ground station shall generate csv files of all sensor data as specified in
the Telemetry Requirements section."
191.0,118.0,LTTextBoxHorizontal,146.700012,174.487321535,538.2175885200002,186.487321535,True,False,172.0,,,,,,Telemetry shall include mission time with 0.01 second or better resolution.
192.0,118.0,LTTextBoxHorizontal,146.700012,139.237321535,544.2644634000002,165.487321535,True,False,173.0,,,,,,"Configuration states such as zero altitude calibration shall be maintained in
the event of a processor reset during launch and mission."
193.0,118.0,LTTextBoxHorizontal,146.700012,118.237321535,412.1941514400001,130.237321535,True,False,174.0,,,,,,Each team shall develop their own ground station.
194.0,118.0,LTTextBoxHorizontal,146.700012,97.237321535,532.9207134000002,109.237321535,True,False,175.0,,,,,,All telemetry shall be displayed in real time during descent on the ground
203.0,120.0,LTTextBoxHorizontal,146.700012,682.2373245350001,531.5437604400003,708.4873245350001,True,False,196.0,,,,,,"All telemetry shall be displayed in engineering units (meters, meters/sec,
Celsius, etc.)"
204.0,120.0,LTTextBoxHorizontal,146.700012,661.2373245350001,497.5418073600002,673.2373245350001,True,False,197.0,,,,,,Teams shall plot each telemetry data field in real time during flight.
205.0,120.0,LTTextBoxHorizontal,146.700012,625.9873245350001,550.9148539200003,652.2373245350001,True,False,198.0,,,,,,"The ground station shall include one laptop computer with a minimum of two
hours of battery operation, XBEE radio and a hand-held antenna."
206.0,120.0,LTTextBoxHorizontal,146.700012,576.4878115350001,536.28399432,616.9873215350001,True,False,199.0,,,,,,"The ground station must be portable so the team can be positioned at the
ground station operation site along the flight line. AC power will not be
available at the ground station operation site."
207.0,120.0,LTTextBoxHorizontal,146.700012,526.9878115350001,521.5886820000002,567.4878115350001,True,False,200.0,,,,,,"The ground station software shall be able to command the container to
operate in simulation mode by sending two commands, SIMULATION
ENABLE and SIMULATION ACTIVATE."
208.0,120.0,LTTextBoxHorizontal,146.700012,477.487811535,534.9011821200002,517.987811535,True,False,201.0,,,,,,"When in simulation mode, the ground station shall transmit pressure data
from a csv file provided by the competition at a 1 Hz interval to the
container."
212.0,120.0,LTTextBoxHorizontal,56.699997,290.737811535,552.7898441550001,345.487811535,True,False,,,,,,,"A video camera shall be integrated into the container and point toward the probe. The camera
shall record the event when the probe is released from the container. Video shall be in color
with a minimum resolution of 640x480 pixels and a minimum of 30 frames per second. The
video shall be recorded and retrieved when the container is retrieved."
215.0,120.0,LTTextBoxHorizontal,56.699997,203.737811535,538.9499948399999,229.987811535,True,False,,,,,,,"Upon power up, the CanSat shall collect the required telemetry at a one (1) Hz sample rate
and transmit the telemetry data to the ground station."
216.0,120.0,LTTextBoxHorizontal,56.699997,140.73781153500002,532.9441354799999,195.487811535,False,True,,,,,,,"The ASCII format of the telemetry packets are described below.  Each telemetry field is
delimited by a comma, and each telemetry packet is concluded by a single carriage return
character.  No comma (‘,’) characters should be part of the data fields -- commas are
delimiters only."
229.0,123.0,LTTextBoxHorizontal,92.699997,395.737811535,536.7585929400001,436.237811535,False,True,,,,,,,"ROCKET_SEPARATION, DESCENT, HS_RELEASE, LANDED, etc.).  Teams may
define their own states.  This should be a human readable description as the judges
will review it after the launch in the .csv files."
230.0,123.0,LTTextBoxHorizontal,74.699997,371.487811755,546.6902323800001,383.487811755,True,False,,,,,,,6. ALTITUDE is the altitude in units of meters and must be relative to ground level at the
231.0,123.0,LTTextBoxHorizontal,92.699997,356.737811535,345.27421482000005,368.737811535,True,False,,,,,,,launch site. The  resolution must be 0.1 meters.
238.0,123.0,LTTextBoxHorizontal,74.699997,197.487811755,547.53398064,209.487811755,True,False,,,,,,,12. GPS_TIME is the time from the GPS receiver. The time must be reported in UTC and
248.0,125.0,LTTextBoxHorizontal,92.699997,663.4878125350001,194.76445011,675.4878125350001,True,False,,,,,,,must be an integer.
252.0,125.0,LTTextBoxHorizontal,74.699997,475.237811535,549.54374532,530.487811755,True,False,,,,,,,"19. [,,OPTIONAL_DATA] are zero or more additional fields the team considers important
following two commas, which indicates a blank field. This data must follow the same
format rules (including use of comma characters ‘,’) to facilitate review of the CSV files
by the judges after the mission."
256.0,125.0,LTTextBoxHorizontal,56.699997,307.987811535,542.9578071599998,348.487811535,True,True,,,,,,,"The received telemetry for the entire mission shall be saved on the ground station computer
as comma separated value (.csv) files that will be examined by the competition judges in
Excel.  The CSV format should be the same as used by export from Excel."
257.0,125.0,LTTextBoxHorizontal,56.699997,273.487811535,549.7019479049998,299.737811535,True,False,,,,,,,"Teams shall provide the CSV file to the judges immediately after the launch operations
via USB drive."
258.0,125.0,LTTextBoxHorizontal,56.699997,238.987811535,542.9871043199997,265.23781153500005,True,False,,,,,,,"The CSV files shall include a header specifying the name of each field/column of data in the
file."
259.0,125.0,LTTextBoxHorizontal,56.699997,218.737811535,325.49882400000007,230.737811535,True,False,,,,,,,The telemetry data files shall be named as follows:
262.0,125.0,LTTextBoxHorizontal,56.699997,115.23781153500002,552.2507763599999,155.73781153500002,True,False,,,,,,,"The ground software shall produce the files, with the correct name, easily from the ground
system user interface, and save them to the provided USB memory stick, which is to be given
to judges before leaving the launch area."
267.0,127.0,LTTextBoxHorizontal,56.699997,623.7378125350001,538.2820261199998,635.7378125350001,True,False,,,,,,,The Container shall receive and process the following commands from the Ground Station:
300.0,130.0,LTTextBoxHorizontal,92.699997,265.23781153500005,550.2996041999997,306.237811755,False,True,,,,,,,"Note:  commanding during flight is a risky operation as radio links and precise timing
are unreliable; so, autonomous CanSat flight software operation should be the primary
mechanism for mission success."
302.0,130.0,LTTextBoxHorizontal,56.699997,220.987811535,323.51249580000007,232.987811535,True,False,,,,,,,The Cansat Container shall operate in two modes:
307.0,132.0,LTTextBoxHorizontal,56.699997,688.2378125350001,540.08671752,733.2378125350001,False,True,,,,,,,"Simulation Mode does not affect sensor data other than the barometric pressure sensor.  In
Simulation Mode, the telemetered pressure sensor data should reflect the commanded
simulation values, not the actual sensor readings."
309.0,132.0,LTTextBoxHorizontal,56.699997,539.7378115350001,538.9382762399998,601.2378115350001,True,False,,,,,,,"The team’s Ground Station shall have the capability to read a barometric pressure data file
that simulates the mission profile and transmit the values via commands to the CanSat at a
rate of one per second.  The pressure profile data file will be provided by the competition
judges, and may vary between teams."
313.0,132.0,LTTextBoxHorizontal,56.699997,275.737811535,550.4636718300001,320.737811535,True,False,,,,,,,"Because accidental initiation of SIMULATION mode can endanger the flight mission, two
commands, SIM ENABLE and SIM ACTIVATE, must be received by the flight software before
Simulation mode is activated."
321.0,134.0,LTTextBoxHorizontal,56.699997,571.9878115350001,551.6472663600001,649.9878125350001,False,True,,,,,,,"Four tests are to be conducted to test the recovery system of the container, the release
mechanism for releasing the CanSat from the container, Construction quality and material
performance. To verify test results, teams should provide: 1) Environmental Test Document
based on the provided template file. 2) Videos of the tests performed as specified in the
template document. If using a phone camera, orient the phone sideways for wider video view."
323.0,134.0,LTTextBoxHorizontal,110.699997,357.487811535,554.9460888000001,468.487811535,True,False,,,,,,,"a. Drop Test Description - This test requires a 61 cm non-stretching cord. The test
was developed with a 1/8 thick kevlar cord. One end is secured to an eyebolt
attached to a fixed point, such as ceiling or rigid structure with enough clearance
to accommodate the cord, CANSAT, and free space so the cansat does not hit
the ground.  The other end is tied to the parachute. A floor mat or pillow may be
placed under the CanSat for the drop test.. The structure must not flex during
the drop test."
327.0,134.0,LTTextBoxHorizontal,164.699997,208.987811535,544.9324171200001,336.487811535,False,False,325.0,,,,,,"Power on CanSat.
Verify telemetry is being received.
Raise CanSat by the attached cord, so that the attachment points of the
cord, on the eye bolt and the parachute, are at the same height.
Release the CanSat.
Verify the CanSat did not lose power.
Inspect for any damage, or detached parts.
Verify telemetry is still being received."
337.0,136.0,LTTextBoxHorizontal,164.699997,473.737811535,548.2664049,700.2378125350001,False,False,334.0,,,,,,"The simplest is to acquire an insulating cooler, one or more hair dryers
and a thermometer, preferably a remote thermometer such as a
thermocouple or thermistor. Place the CanSat, hair dryer(s) and
thermometer in the cooler. Try to seal any openings. Make sure the hair
dryer does not blow directly on the CanSat. The hair dryer will circulate
and heat the air in the cooler.
Another method is to build a thermal chamber with foam insulation
sheets. Select the sheets that have one side with a foil layer. Build a box
and have one side be a lid. Seal all edges with duct tape. You can make
a hole in the side to run cords and thermocouple through.
It is highly suggested the thermistor or thermocouple be attached to the
CanSat. The purpose is to make sure the CanSat does reach the peak
temperature. The air will reach the peak temperature long before the
CanSat does."
351.0,138.0,LTTextBoxHorizontal,164.699997,556.2378115350001,542.7058594800001,617.7378115350001,True,True,,,,,,,"vise; the CanSat should be secured where the sand-paper is installed.
The bench vise must be secured to a table. The vise cannot be allowed
to move freely and the sander cannot be held by hand. The model
number of the sander must be provided in the documentation."
358.0,138.0,LTTextBoxHorizontal,164.699997,259.23781153500005,510.2566360800001,304.237811535,False,False,357.0,,,,,,"Suspend the fully configured and powered CanSat in the vacuum
chamber.
Turn on the vacuum to start pulling a vacuum."
372.0,142.0,LTTextBoxHorizontal,56.699997,478.237811535,536.9636662799999,547.2378115350001,True,False,,,,,,,"Each team shall consist of between 3 and 10 students (undergraduate teams) from an
accredited college or university. Teams may consist entirely of undergraduate students
(undergraduate teams), entirely of graduate students (grad teams), or a combination of the
two (mixed teams). Graduate teams shall consist of no more than 5 students. Mixed teams
shall consist of no more than 7 undergraduate students and 3 graduate students."
373.0,142.0,LTTextBoxHorizontal,56.699997,406.987811535,543.6023387999999,461.737811535,True,False,,,,,,,"Teams from the same school must develop their designs independently and not copy from
other teams. Bulk purchasing of materials is allowed such as batteries and raw materials for
construction. Sharing tools and services are allowed. Designs must originate from within the
team."
374.0,142.0,LTTextBoxHorizontal,56.699997,378.487811535,411.44999544000007,390.487811535,True,False,,,,,,,There shall be no more than three teams from any one school.
376.0,142.0,LTTextBoxHorizontal,56.699997,329.737811535,454.674603675,341.737811535,True,False,,,,,,,Each team must have a faculty advisor. The role of the faculty advisor is to:
380.0,142.0,LTTextBoxHorizontal,56.699997,244.237811535,208.77421512,256.23781153500005,True,False,,,,,,,The faculty advisor shall not:
386.0,144.0,LTTextBoxHorizontal,56.699997,649.9878125350001,545.6531196,704.7378125350001,True,False,,,,,,,"The PDR is a “multi-disciplinary technical review to ensure that the system under review can
proceed into detailed design, and can meet the stated performance requirements within cost
(program budget), schedule (program schedule), risk, and other system constraints”.  The
CanSat PDR shall demonstrate:"
390.0,144.0,LTTextBoxHorizontal,56.699997,407.737811535,554.3191353599998,462.487811535,True,False,,,,,,,"Preliminary design reviews shall be conducted via teleconference coordinated by the team
lead(s).  The PDR presentations shall be less than 30 minutes in duration including time for
questions.  Presentation reviewers shall be permitted to ask questions during the presentation
(i.e., questions are not held until the end of the presentation)."
391.0,144.0,LTTextBoxHorizontal,56.699997,364.987811535,540.9714794399998,376.987811535,True,False,,,,,,,The PDR shall follow the presentation template posted on the CanSat Competition website.
393.0,144.0,LTTextBoxHorizontal,56.699997,244.987811535,543.57890088,299.737811535,True,False,,,,,,,"The CDR is “a multi-disciplined technical review to ensure that the system under review can
proceed into system fabrication, demonstration, and test; and can meet the stated
performance requirements within cost (program budget), schedule (program schedule), risk,
and other system constraints”.  The CDR shall demonstrate:"
394.0,144.0,LTTextBoxHorizontal,74.699997,159.48781153500002,521.582807715,228.487811535,True,False,,,,,,,"● All PDR level requirement TBDs and TBRs shall be resolved
● Refinement of the CanSat CONOP
● Results of detailed design and analysis for each subsystem
● Verification that detailed design meets system and subsystem level requirements
● Identification of subsystem and system level tests necessary for requirements"
399.0,146.0,LTTextBoxHorizontal,56.699997,649.9878125350001,554.3191353599998,704.7378125350001,True,False,,,,,,,"Critical design reviews shall be conducted via teleconference coordinated by the team
lead(s).  The CDR presentations shall be less than 30 minutes in duration including time for
questions.  Presentation reviewers shall be permitted to ask questions during the presentation
(i.e., questions are not held until the end of the presentation)."
400.0,146.0,LTTextBoxHorizontal,56.699997,592.9878115350001,550.9617136799998,633.4878125350001,True,False,,,,,,,"The CDR shall follow the presentation template specified in the ""CanSat CDR Outline""
document available on the CanSat Competition website.  Extra material in the form of backup
slides is permitted."
401.0,146.0,LTTextBoxHorizontal,56.699997,535.9878115350001,550.3289011199997,576.4878115350001,True,False,,,,,,,"Each section of the CDR shall be scored in accordance with the values listed in the outline.
The CDR shall contribute to the total evaluation of the CanSat design according to the values
listed the section Evaluation and Scoring."
403.0,146.0,LTTextBoxHorizontal,56.699997,444.487811535,552.0515631,484.987811535,True,False,,,,,,,"The PFR provides an assessment of flight operations and results of the demonstration flight.
The PFR provides an assessment of successful and unsuccessful flight operations.  The PFR
shall provide:"
405.0,146.0,LTTextBoxHorizontal,56.699997,316.237811535,538.95585456,356.737811535,True,False,,,,,,,"Post Flight Reviews shall be conducted the day following the demonstration flight activities,
unless flight operations are canceled due to weather.  Presentations shall be limited to 20
minutes, including questions."
406.0,146.0,LTTextBoxHorizontal,56.699997,259.23781153500005,548.3308541999997,299.737811535,True,False,,,,,,,"Each section of the PFR shall be scored in accordance with the values listed in the outline.
The PFR shall contribute to the total evaluation of the CanSat design according to the values
listed in the section Evaluation and Scoring."
407.0,146.0,LTTextBoxHorizontal,56.699997,159.48781153500002,554.3308540799998,242.737811535,True,False,,,,,,,"Post Flight Review presentations shall be submitted by 9:30 AM to the judges. There will be
two presentation rooms. Teams will be preassigned to the presentation room. Late
submissions will lose points. Each team will be given a thumb drive. Teams are to install their
PFR slides on the thumb drive and deliver the thumb drive to the designated location between
9 AM and 9:30 AM Sunday. Teams delivering after 9:30 AM will lose points. This is done to
make sure all teams have the same amount of time to prepare for PFR."
