id_num,page_id,class_name,x_start,y_start,x_stop,y_stop,logical_shall,logical_should,associated_with,parent_of,sibling_of,child_of,internal_reference,external_reference,text,categorized,itemized,relational,referenced
46,104,LTTextBoxHorizontal,144.450012,682.184102175,202.76837135999997,694.184102175,false,false,,,,,,,Initial guide,,,,
47,104,LTTextBoxHorizontal,281.66308200000003,721.184102175,330.33691020000003,733.184102175,false,false,,,,,,,Revisions,,,,
48,104,LTTextBoxHorizontal,326.44513199999994,703.184102175,370.4548976399999,715.184102175,false,false,,,,,,,Changes,,,,
49,104,LTTextBoxHorizontal,74.74101300000001,661.184102175,123.40898172000001,673.184102175,false,false,,,,,,,8/13/2022,,,,
50,104,LTTextBoxHorizontal,144.450012,661.184102175,290.40118416,673.184102175,false,false,,,,,,,Corrected dates in appendix G,,,,
51,104,LTTextBoxHorizontal,549.2999895,66.13429717499999,555.2999895,78.134297175,false,false,,,,,,,4,,,,
52,107,LTTextBoxHorizontal,56.699997,704.549179934043,189.52689017041993,720.5491804340429,false,false,,,,,,,1. Introduction,,,,
53,107,LTTextBoxHorizontal,56.699997,583.9868315350001,554.71757346,695.7368365350001,false,false,,,,,,,"The CanSat competition is a design-build-fly competition that provides teams with an
opportunity to experience the design life-cycle of an aerospace system. The CanSat
competition is designed to reflect a typical aerospace program on a small scale and includes
all aspects of an aerospace program from the preliminary design review to post mission
review.  The mission and its requirements are designed to reflect various aspects of real world
missions including telemetry requirements, communications, and autonomous operations.
Each team is scored throughout the competition on real-world deliverables such as
schedules, design review presentations, and demonstration flights.",,,,
54,107,LTTextBoxHorizontal,85.199997,538.799174934043,297.6193929204199,554.7991754340429,false,false,,,,,,,1.1 Competition Description,,,,
55,107,LTTextBoxHorizontal,56.699997,460.986831535,554.3015572799999,529.9868315350001,false,false,,,,,,,"The competition will proceed during the global pandemic. The competition is planning to have
a launch in June for teams to demonstrate their payloads. The competition is also working on
alternative plans in the event travel is not allowed or the host site has to cancel the launch. If
the launch is not held, remote live demonstrations of the cansat functionality will be performed
in place of the launch. Other scored documentation will also be required.",,,,
56,107,LTTextBoxHorizontal,56.699997,389.736831535,548.9753853599999,444.486831535,false,false,,,,,,,"To control the size of the competition, only three teams per school are allowed to apply to the
competition. It is recommended that schools hold internal design competitions to determine
the three teams to apply. If more than three teams from one school apply, the first three
applications received will be accepted.",,,,
57,107,LTTextBoxHorizontal,56.699997,361.236831535,234.12187128000002,373.236831535,false,false,,,,,,,The competition is in five phases.,,,,
58,107,LTTextBoxHorizontal,56.699997,289.986831535,549.8777343000002,344.736831535,true,false,,,,,,,"Phase one is the application phase. Teams must submit an application and a $200
competition fee that is non-refundable. The fee is used to offset the cost of rocket motors and
other materials. Applications must be submitted by October 30, 2022. Payments will be
requested in early November and must be paid by the given due date.",,,,
59,107,LTTextBoxHorizontal,56.699997,190.236831535,545.41288626,273.486831535,false,false,,,,,,,"Phase two is the preliminary design. Teams are to develop designs, prototype, test concepts
and generate a preliminary design review (PDR) slide package using the provided template.
Teams will submit PDR slides only in PDF format at the designated due date. Teams that do
not meet the due date or do not submit in the proper PDF format will be dropped from the
competition. A schedule will be made available on when to present a subset of the slides.
Teams will have a half hour to discuss a subset of the PDR slides via telecon.",,,,
60,107,LTTextBoxHorizontal,56.699997,161.736831535,392.1960895200001,173.736831535,false,false,,,,,,,"After PDR, a total of 40 teams will be invited to the competition.",,,,
61,107,LTTextBoxHorizontal,56.699997,90.486831535,554.7175768800001,145.236831535,false,false,,,,,,,"Phase three is the critical design. Teams will finalize their design and start ordering
components, manufacturing parts, test subsystems and start developing the flight unit. Teams
will generate a critical design review (CDR) slide package using the provided template. Teams
will submit CDR slides only in PDF format at the designated due date. Teams that do not",,,,
62,107,LTTextBoxHorizontal,549.2999895,66.13429717499999,555.2999895,78.134297175,false,false,,,,,,,5,,,,
63,110,LTTextBoxHorizontal,56.699997,692.7368365350001,528.3210890250001,733.2368365350001,false,false,,,,,,,"meet the due date or do not submit in the proper PDF format will be dropped from the
competition. A schedule will be made available on when to present a subset of the slides.
Teams will have a half hour to discuss a subset of the CDR slides via telecon.",,,,
64,110,LTTextBoxHorizontal,56.699997,578.7368315350001,552.0808551600002,676.2368365350001,true,false,,,,,,,"Phase four is the launch weekend. Friday, teams will be scheduled to present their completed
CanSat for flight readiness review which must be completed in 30 minutes. The CanSat must
be ready to launch at this time. It must be completely assembled and operational. Each team
will be scored during the flight readiness review. Teams can only present once at the flight
readiness review at their designated time. Teams late for the review will lose points. CanSats
must pass the drop test, fit check, and battery verification in order to fly. Multiple attempts at
the drop test are allowed until the flight readiness reviews are completed.",,,,
65,110,LTTextBoxHorizontal,56.699997,507.486831535,539.61796368,562.2368315350001,false,false,,,,,,,"Saturday is the launch day where teams will perform final preparations and turn in CanSats
by 12:00 hours local time. Launch will start at 13:00 hours local time and continue until all
launches are completed. There will be no second flights unless the fault is of the launch
provider and there are spare rockets and rocket motors.",,,,
66,110,LTTextBoxHorizontal,56.699997,450.486831535,549.5789015999997,490.986831535,false,false,,,,,,,"Phase five is the Post Flight Review (PFR). Post Flight Review is a 15 minute presentation of
the flight results and 5 minutes for questions. Awards will be presented at the end of the post
Flight Reviews.",,,,
67,110,LTTextBoxHorizontal,56.699997,407.736831535,550.2527291999999,433.986831535,true,false,,,,,,,"For teams to receive certificates of accomplishment and be considered for awards, they must
complete all phases of the competition.",,,,
68,110,LTTextBoxHorizontal,56.699997,350.736831535,538.9792916399998,391.236831535,false,false,,,,,,,"Late submissions will not be accepted for any phase and the team will be dropped from the
competition. Internet issues, file issues, email issues, and any other issues will not be
considered. Submit the documents early to be safe.",,,,
69,110,LTTextBoxHorizontal,56.699997,307.986831535,501.60819840000005,334.236831535,false,false,,,,,,,"All scoring and judging results are final. Scoring is set up to be quantitative with little
qualitative scoring to minimize any biases.",,,,
70,110,LTTextBoxHorizontal,56.699997,208.236831535,552.9831978,291.486831535,false,false,,,,,,,"The competition is operated by a dedicated group of volunteers who spend their own time
supporting various phases of the competition. Some volunteers spend their own funds to
attend and support the competition while others are graciously supported by their employers.
The competition is designed to provide teams a great educational experience and to minimize
the time of the volunteers. Strict due dates, file templates, and file name formats are required.
Please follow all due dates and all submission requirements.",,,,
71,110,LTTextBoxHorizontal,74.47692900000001,163.04917493404295,217.31923352041994,179.04917543404295,false,false,,,,,,,1.2 Team Selection,,,,
72,110,LTTextBoxHorizontal,56.699997,99.486831535,554.0847663600001,154.236831535,false,false,,,,,,,"Team selection will be different. Since the competition is sponsored by US organizations, the
competition is now required to include at least 20 US teams. During the application phase of
the competition, up to 20 teams per country can participate. If more than 20 apply per country,
a random selection will be made for the 20 teams per country.",,,,
73,110,LTTextBoxHorizontal,549.2999895,66.13429717499999,555.2999895,78.134297175,false,false,,,,,,,6,,,,
74,112,LTTextBoxHorizontal,56.699997,621.4868365350001,543.4148386199997,718.9868365350001,false,false,,,,,,,"For the top 40 selection, 20 teams are required to be from the US. The remaining 20 teams
can be from other countries. Teams from each country will be ranked only among their
country. Then the top scoring teams from each country will be selected in a round robin
method. The top team from each country will be selected in the first round, then the next top
team from each country will be selected in the second round and the selection is repeated
until 28 teams are selected. This will create the greatest diversity in teams and allow more
countries to participate.",,,,
75,112,LTTextBoxHorizontal,56.699997,590.549174934043,231.36891591891606,606.5491754340429,false,false,,,,,,,2. Mission Overview,,,,
76,112,LTTextBoxHorizontal,56.699997,569.7368315350001,425.5828077600001,581.7368315350001,false,false,,,,,,,The mission is to simulate the landing sequence of a planetary probe.,,,,
77,112,LTTextBoxHorizontal,56.699997,484.236831535,546.12187314,553.2368315350001,true,false,,,,,,,"Design a Cansat that shall consist of a container and a probe. The Cansat shall be launched
to an altitude ranging from 670 meters to 725 meters above the launch site and deployed
near apogee (peak altitude). Orientation of deployment is not controlled and is very violent
with large shock forces. The Cansat must survive the forces incurred at launch and
deployment.",,,,
78,112,LTTextBoxHorizontal,56.699997,355.986831535,553.00077633,467.736831535,true,false,,,,,,,"Once the Cansat is deployed from the rocket, the Cansat shall descend using a parachute at
a rate of 15 m/s. At 500 meters, the Cansat shall release a probe that shall open a heat shield
that will also be used as an aerobraking device with a descent rate of 20 meters/second or
less. A parachute, streamer, parafoil or similar device shall not be used with the heat shield.
When the probe reaches 200 meters, the probe shall deploy a parachute and slow the
descent rate to 5 meters/second. Once the probe has landed, it shall attempt to upright itself
and raise a flag 500 mm above the probe. A video camera shall be included and point toward
the ground during descent.",,,,
79,112,LTTextBoxHorizontal,56.699997,327.434097175,476.53593831,339.434097175,false,false,,,,,,,https://scitechdaily.com/foldable-heat-shield-could-help-nasa-explore-the-solar-system/,,,,
80,112,LTTextBoxHorizontal,549.2999895,66.13429717499999,555.2999895,78.134297175,false,false,,,,,,,7,,,,
81,114,LTTextBoxHorizontal,78.449997,704.549179934043,202.90622761807614,720.5491804340429,false,false,,,,,,,3. Requirements,,,,
82,114,LTTextBoxHorizontal,56.699997,673.049180309043,254.48741566807612,689.0491808090429,false,false,,,,,,,3.1 Base Requirements,,,,
83,114,LTTextBoxHorizontal,63.526168875,634.2368365350001,136.873824915,660.4868365350001,false,false,,,,,,,"Requirement
Number",,,,
84,114,LTTextBoxHorizontal,312.90118199999995,648.4868365350001,386.2488380399999,660.4868365350001,false,false,,,,,,,Requirement,,,,
85,114,LTTextBoxHorizontal,96.86308275,613.2368365350001,103.53691083000001,625.2368365350001,false,false,,,,,,,1,,,,
86,114,LTTextBoxHorizontal,96.86308275,577.9868315350001,103.53691083000001,589.9868315350001,false,false,,,,,,,2,,,,
87,114,LTTextBoxHorizontal,96.86308275,528.4868315350001,103.53691083000001,540.4868315350001,false,false,,,,,,,3,,,,
88,114,LTTextBoxHorizontal,96.86308275,493.236831535,103.53691083000001,505.236831535,false,false,,,,,,,4,,,,
89,114,LTTextBoxHorizontal,96.86308275,472.236831535,103.53691083000001,484.236831535,false,false,,,,,,,5,,,,
90,114,LTTextBoxHorizontal,96.86308275,422.736831535,103.53691083000001,434.736831535,false,false,,,,,,,6,,,,
91,114,LTTextBoxHorizontal,96.86308275,387.486831535,103.53691083000001,399.486831535,false,false,,,,,,,7,,,,
92,114,LTTextBoxHorizontal,96.86308275,366.486831535,103.53691083000001,378.486831535,false,false,,,,,,,8,,,,
93,114,LTTextBoxHorizontal,96.86308275,316.986831535,103.53691083000001,328.986831535,false,false,,,,,,,9,,,,
94,114,LTTextBoxHorizontal,93.52616925000001,295.986831535,106.87382541,307.986831535,false,false,,,,,,,10,,,,
95,114,LTTextBoxHorizontal,93.97148175000001,260.736831535,106.428512955,272.736831535,false,false,,,,,,,11,,,,
96,114,LTTextBoxHorizontal,93.52616925000001,239.736831535,106.87382541,251.736831535,false,false,,,,,,,12,,,,
97,114,LTTextBoxHorizontal,93.52616925000001,218.737321535,106.87382541,230.737321535,false,false,,,,,,,13,,,,
98,114,LTTextBoxHorizontal,93.52616925000001,197.737321535,106.87382541,209.737321535,false,false,,,,,,,14,,,,
99,114,LTTextBoxHorizontal,93.52616925000001,162.487321535,106.87382541,174.487321535,false,false,,,,,,,15,,,,
100,114,LTTextBoxHorizontal,93.52616925000001,127.237321535,106.87382541,139.237321535,false,false,,,,,,,16,,,,
101,114,LTTextBoxHorizontal,93.52616925000001,106.237321535,106.87382541,118.237321535,false,false,,,,,,,17,,,,
102,114,LTTextBoxHorizontal,146.700012,598.9868315350001,547.5867289200002,625.2368365350001,true,false,,,,,,,"Total mass of the CanSat (science probe and container) shall be 700 grams
+/- 10 grams.",,,,
103,114,LTTextBoxHorizontal,146.700012,549.4868315350001,548.7175887900001,589.9868315350001,true,false,,,,,,,"CanSat shall fit in a cylindrical envelope of 125 mm diameter x 400 mm
length. Tolerances are to be included to facilitate container deployment from
the rocket fairing.",,,,
104,114,LTTextBoxHorizontal,146.700012,514.2368315350001,544.94415072,540.4868315350001,true,false,,,,,,,"The container shall not have any sharp edges to cause it to get stuck in the
rocket payload section which is made of cardboard.",,,,
105,114,LTTextBoxHorizontal,146.700012,493.236831535,476.8875103200001,505.236831535,true,false,,,,,,,"The container shall be a fluorescent color; pink, red or orange.",,,,
106,114,LTTextBoxHorizontal,146.700012,443.736831535,546.7195466400001,484.236831535,true,false,,,,,,,"The container shall be solid and fully enclose the science probes. Small
holes to allow access to turn on the science probes are allowed. The end of
the container where the probe deploys may be open.",,,,
107,114,LTTextBoxHorizontal,146.700012,408.486831535,548.9226662400001,434.736831535,true,false,,,,,,,"The rocket airframe shall not be used to restrain any deployable parts of the
CanSat.",,,,
108,114,LTTextBoxHorizontal,146.700012,387.486831535,524.2429789200002,399.486831535,true,false,,,,,,,The rocket airframe shall not be used as part of the CanSat operations.,,,,
109,114,LTTextBoxHorizontal,146.700012,337.986831535,550.4988389100001,378.486831535,true,false,,,,,,,"The container’s parachute shall not be enclosed in the container structure. It
shall be external and attached to the container so that it opens immediately
when deployed from the rocket.",,,,
110,114,LTTextBoxHorizontal,146.700012,316.986831535,416.1843858000001,328.986831535,true,false,,,,,,,The Parachute shall be fluorescent Pink or Orange,,,,
111,114,LTTextBoxHorizontal,146.700012,281.736831535,536.9402444400002,307.986831535,true,false,,,,,,,"The descent rate of the CanSat (container and science probe) shall be 15
meters/second +/- 5 m/s.",,,,
112,114,LTTextBoxHorizontal,146.700012,260.736831535,392.8699326000001,272.736831535,true,false,,,,,,,0 altitude reference shall be at the launch pad.,,,,
113,114,LTTextBoxHorizontal,146.700012,239.736831535,499.5398544,251.736831535,true,false,,,,,,,All structures shall be built to survive 15 Gs of launch acceleration.,,,,
114,114,LTTextBoxHorizontal,146.700012,218.737321535,427.48712040000004,230.737321535,true,false,,,,,,,All structures shall be built to survive 30 Gs of shock.,,,,
115,114,LTTextBoxHorizontal,146.700012,183.487321535,539.3425929000001,209.737321535,true,false,,,,,,,"All electronics and mechanical components shall be hard mounted using
proper mounts such as standoffs, screws, or high performance adhesives.",,,,
116,114,LTTextBoxHorizontal,146.700012,148.237321535,546.9129009600001,174.487321535,true,false,,,,,,,"All mechanisms shall be capable of maintaining their configuration or states
under all forces.",,,,
117,114,LTTextBoxHorizontal,146.700012,127.237321535,429.48516720000015,139.237321535,true,false,,,,,,,Mechanisms shall not use pyrotechnics or chemicals.,,,,
118,114,LTTextBoxHorizontal,146.700012,91.987321535,546.2449320000002,118.237321535,true,false,,,,,,,"Mechanisms that use heat (e.g., nichrome wire) shall not be exposed to the
outside environment to reduce potential risk of setting vegetation on fire.",,,,
119,114,LTTextBoxHorizontal,549.2999895,66.13429717499999,555.2999895,78.134297175,false,false,,,,,,,8,,,,
120,116,LTTextBoxHorizontal,93.52616925000001,717.4873245350001,106.87382541,729.4873245350001,false,false,,,,,,,18,,,,
121,116,LTTextBoxHorizontal,93.52616925000001,682.2373245350001,106.87382541,694.2373245350001,false,false,,,,,,,19,,,,
122,116,LTTextBoxHorizontal,93.52616925000001,632.7373245350001,106.87382541,644.7373245350001,false,false,,,,,,,20,,,,
123,116,LTTextBoxHorizontal,93.52616925000001,597.4873215350001,106.87382541,609.4873215350001,false,false,,,,,,,21,,,,
124,116,LTTextBoxHorizontal,93.52616925000001,576.4873215350001,106.87382541,588.4873215350001,false,false,,,,,,,22,,,,
125,116,LTTextBoxHorizontal,93.52616925000001,555.4873215350001,106.87382541,567.4873215350001,false,false,,,,,,,23,,,,
126,116,LTTextBoxHorizontal,93.52616925000001,505.98732153500004,106.87382541,517.987321535,false,false,,,,,,,24,,,,
127,116,LTTextBoxHorizontal,93.52616925000001,456.48732153500004,106.87382541,468.48732153500004,false,false,,,,,,,25,,,,
128,116,LTTextBoxHorizontal,93.52616925000001,435.48732153500004,106.87382541,447.48732153500004,false,false,,,,,,,26,,,,
129,116,LTTextBoxHorizontal,93.52616925000001,400.23732153500004,106.87382541,412.23732153500004,false,false,,,,,,,27,,,,
130,116,LTTextBoxHorizontal,93.52616925000001,350.73732153500004,106.87382541,362.73732153500004,false,false,,,,,,,28,,,,
131,116,LTTextBoxHorizontal,93.52616925000001,301.23732153500004,106.87382541,313.23732153500004,false,false,,,,,,,29,,,,
132,116,LTTextBoxHorizontal,93.52616925000001,265.98732153500004,106.87382541,277.98732153500004,false,false,,,,,,,30,,,,
133,116,LTTextBoxHorizontal,93.52616925000001,230.737321535,106.87382541,242.737321535,false,false,,,,,,,31,,,,
134,116,LTTextBoxHorizontal,93.52616925000001,195.487321535,106.87382541,207.487321535,false,false,,,,,,,32,,,,
135,116,LTTextBoxHorizontal,93.52616925000001,160.237321535,106.87382541,172.237321535,false,false,,,,,,,33,,,,
136,116,LTTextBoxHorizontal,93.52616925000001,139.237321535,106.87382541,151.237321535,false,false,,,,,,,34,,,,
137,116,LTTextBoxHorizontal,93.52616925000001,103.987321535,106.87382541,115.987321535,false,false,,,,,,,35,,,,
138,116,LTTextBoxHorizontal,146.700012,703.2373245350001,547.6160257200002,729.4873245350001,true,false,,,,,,,"Both the container and probe shall be labeled with team contact information
including email address.",,,,
139,116,LTTextBoxHorizontal,146.700012,653.7373245350001,536.2429790400003,694.2373245350001,true,false,,,,,,,"Cost of the CanSat shall be under $1000.  Ground support and analysis
tools are not included in the cost. Equipment from previous years shall be
included in this cost, based on current market value.",,,,
140,116,LTTextBoxHorizontal,146.700012,618.4873245350001,505.97345082000004,644.7373245350001,true,false,,,,,,,"XBEE radios shall be used for telemetry.  2.4 GHz Series radios are
allowed. 900 MHz XBEE radios are also allowed.",,,,
141,116,LTTextBoxHorizontal,146.700012,597.4873215350001,513.29767386,609.4873215350001,true,false,,,,,,,XBEE radios shall have their NETID/PANID set to their team number.,,,,
142,116,LTTextBoxHorizontal,146.700012,576.4873215350001,378.1629018000001,588.4873215350001,true,false,,,,,,,XBEE radios shall not use broadcast mode.,,,,
143,116,LTTextBoxHorizontal,146.700012,526.9873215350001,546.9421977600001,567.4873215350001,true,false,,,,,,,"The container and probe shall include an easily accessible power switch
that can be accessed without disassembling the cansat and science probes
and in the stowed configuration.",,,,
144,116,LTTextBoxHorizontal,146.700012,477.48732153500004,543.60235392,517.987321535,true,false,,,,,,,"The container and probe shall include a power indicator such as an LED or
sound generating device that can be easily seen or heard without
disassembling the cansat and in the stowed state.",,,,
145,116,LTTextBoxHorizontal,146.700012,456.48732153500004,547.6277443200001,468.48732153500004,true,false,,,,,,,An audio beacon is required for the probe. It shall be powered after landing.,,,,
146,116,LTTextBoxHorizontal,146.700012,421.23732153500004,527.5886821200002,447.48732153500004,true,false,,,,,,,"The audio beacon shall have a minimum sound pressure level of 92 dB,
unobstructed.",,,,
147,116,LTTextBoxHorizontal,146.700012,371.73732153500004,542.8347762000002,412.23732153500004,true,false,,,,,,,"Battery source may be alkaline, Ni-Cad, Ni-MH or Lithium. Lithium polymer
batteries are not allowed. Lithium cells must be manufactured with a metal
package similar to 18650 cells. Coin cells are allowed.",,,,
148,116,LTTextBoxHorizontal,146.700012,322.23732153500004,541.5984475200001,362.73732153500004,true,false,,,,,,,"An easily accessible battery compartment shall be included allowing
batteries to be installed or removed in less than a minute and not require a
total disassembly of the CanSat.",,,,
149,116,LTTextBoxHorizontal,146.700012,286.98732153500004,514.2351667200002,313.23732153500004,true,false,,,,,,,"Spring contacts shall not be used for making electrical connections to
batteries. Shock forces can cause momentary disconnects.",,,,
150,116,LTTextBoxHorizontal,146.700012,251.737321535,542.9343852000002,277.98732153500004,true,false,,,,,,,"The Cansat shall operate during the environmental tests laid out in Section
3.5.",,,,
151,116,LTTextBoxHorizontal,146.700012,216.487321535,540.2390726400002,242.737321535,true,false,,,,,,,"The Cansat shall operate for a minimum of two hours when integrated into
the rocket.",,,,
152,116,LTTextBoxHorizontal,146.700012,181.237321535,536.9343850800001,207.487321535,true,false,,,,,,,"The probe shall be released from the container when the CanSat reaches
500 meters.",,,,
153,116,LTTextBoxHorizontal,146.700012,160.237321535,483.59063885999996,172.237321535,true,false,,,,,,,The probe shall deploy a heat shield after leaving the container.,,,,
154,116,LTTextBoxHorizontal,146.700012,124.987321535,543.6140725200001,151.237321535,true,false,,,,,,,"The heat shield shall be used as an aerobrake and limit the descent rate to
20 m/s or less.",,,,
155,116,LTTextBoxHorizontal,146.700012,89.737321535,534.9421975200001,115.987321535,true,false,,,,,,,"At 200 meters, the probe shall release a parachute to reduce the descent
rate to 5 m/s +/- 1m/sec.",,,,
156,116,LTTextBoxHorizontal,549.2999895,66.13429717499999,555.2999895,78.134297175,false,false,,,,,,,9,,,,
157,118,LTTextBoxHorizontal,93.52616925000001,717.4873245350001,106.87382541,729.4873245350001,false,false,,,,,,,36,,,,
158,118,LTTextBoxHorizontal,93.52616925000001,696.4873245350001,106.87382541,708.4873245350001,false,false,,,,,,,37,,,,
159,118,LTTextBoxHorizontal,93.52616925000001,661.2373245350001,106.87382541,673.2373245350001,false,false,,,,,,,38,,,,
