id_num,page_id,class_name,x_start,y_start,x_stop,y_stop,labeled_by,parent_of,sibling_of,child_of,continuation_of,sequentially_follows,doc_page_num,reference_to_internal,reference_to_external,text,entry_type,label_type,mandatory,desired,optional,recommended,functional,non_functional,aero_mechanism/aero_brake,audio_beacon,camera,cansat/payload/probe,data/kinematics/telemetry,egg/compartment,electrical,ground_station,heat_shield,materials/mechanical,nose_cone,parachute,radio,rocket,sensors,software,Unnamed: 41,cost,schedule,deliverables,personnel/staffing,entries_affected,Notes,pathing
24,64.0,LTTextBoxHorizontal,56.699997,118.9868315,554.9343719,216.4868315,,,,18.0,,,26.0,,,"Phase three is the critical design. Teams will finalize their design and start ordering
components, manufacturing parts, test subsystems and start developing the flight unit. Teams
will generate a critical design review (CDR) slide package using the provided template. Teams
will submit CDR slides by the designated due date. Slides will only be accepted in PDF
format. Teams that do not meet the due date or do not submit in the proper PDF format will be
dropped from the competition. A schedule will be made available on when to present a subset
of the slides. Teams will have a half hour to discuss a subset of the CDR slides via telecon.",free_text,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,,,18.0/16/0
25,64.0,LTTextBoxHorizontal,56.699997,90.48683154,552.0808561,102.4868315,,,,18.0,,,26.0,,,"Phase four is the launch weekend. Friday, teams will be scheduled to present their completed",free_text,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,cansat,False,False,True,False,,,0.0
26,64.0,LTTextBoxHorizontal,548.6261595,66.18703153,555.2999876,78.18703153,,,,0.0,,,26.0,,,5,label,page_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,18.0/16/0
27,66.0,LTTextBoxHorizontal,56.699997,649.9868365,546.7312487,733.2368365,,,,18.0,25.0,,37.0,,,"Cansat for flight readiness review which must be completed in 30 minutes. The Cansat must
be ready to launch at this time. It must be completely assembled and flight ready. Each team
will be scored during the flight readiness review. Teams can only present once at the flight
readiness review at their designated time. Teams late for the review will lose points. Cansats
must pass the drop test, fit check, and battery verification in order to fly. Multiple attempts at
the drop test are allowed until the flight readiness reviews are completed.",free_text,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,cansat,False,False,True,False,,,18.0/16/0
28,66.0,LTTextBoxHorizontal,56.699997,535.9868315,552.0808561,633.4868365,,,,18.0,,,37.0,,,"Phase four is the launch weekend. Friday, teams will be scheduled to present their completed
Cansat for Flight Readiness Review. They will have a half hour to present their Cansat, and
the Cansat must be assembled and flight ready at the teams’ scheduled time. Each team will
be scored during the flight readiness review. Teams can only present once at the flight
readiness review at their designated time. Teams late for the review will lose points. Cansats
must pass the drop test, fit check, and battery verification in order to fly. Multiple attempts at
the drop test are allowed until the flight readiness reviews are completed.",free_text,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,Partial rephrasing of 24 and 26,18.0/16/0
29,66.0,LTTextBoxHorizontal,56.699997,464.7368315,536.3015574,519.4868315,,,,18.0,,,37.0,,,"Saturday is the launch day where teams will perform final preparations and turn in their
Cansats by 12:00 hours local time. Launch will start at 13:00 hours local time and continue
until all launches are completed. There will be no second flights unless the fault is of the
launch provider and there are spare rockets and rocket motors.",free_text,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,cansat,False,True,False,False,,,18.0/16/0
30,66.0,LTTextBoxHorizontal,56.699997,407.7368315,549.5789069,448.2368315,,,,18.0,,,37.0,,,"Phase five is the Post Flight Review (PFR). Post Flight Review is a 15 minute presentation of
the flight results and 5 minutes for questions. Awards will be presented at the end of all the
post Flight Reviews.",free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,18.0/16/0
31,66.0,LTTextBoxHorizontal,56.699997,364.9868315,550.2527332,391.2368315,,,,18.0,,,37.0,,,"For teams to receive certificates of accomplishment and be considered for awards, they must
complete all phases of the competition.",free_text,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,,How does one classify binding requirements for an optional requirement?,18.0/16/0
32,66.0,LTTextBoxHorizontal,56.699997,307.9868315,538.9792975,348.4868315,,,,18.0,,,37.0,,,"Late submissions will not be accepted for any phase and the team will be dropped from the
competition. Internet issues, file issues, email issues, and any other issues will not be
considered. Submit the documents early to be safe.",free_text,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,,,18.0/16/0
33,66.0,LTTextBoxHorizontal,56.699997,265.2368315,501.6081982,291.4868315,,,,18.0,,,37.0,,,"All scoring and judging results are final. Scoring is set up to be quantitative with little
qualitative scoring to minimize any biases.",free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,18.0/16/0
34,66.0,LTTextBoxHorizontal,56.699997,165.4868315,552.9832,248.7368315,,,,18.0,,,37.0,,,"The competition is operated by a dedicated group of volunteers who spend their own time
supporting various phases of the competition. Some volunteers spend their own funds to
attend and support the competition while others are graciously supported by their employers.
The competition is designed to provide teams a great educational experience and to minimize
the time of the volunteers. Strict due dates, file templates, and file name formats are required.
Please follow all due dates and all submission requirements.",free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,16.0/0
35,66.0,LTTextBoxHorizontal,74.476929,120.2991749,217.3192329,136.2991754,35,36/38/39,,16.0,,,37.0,,,1.2 Team Selection,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,35.0/16/0
36,66.0,LTTextBoxHorizontal,56.699997,99.48683154,514.2820319,111.4868315,,,,35.0,,,37.0,,,"Since the competition is sponsored by US organizations, the competition is required to",free_text,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,,,0.0
37,66.0,LTTextBoxHorizontal,548.6261595,66.18703153,555.2999876,78.18703153,,,,0.0,,,37.0,,,6,label,page_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,35.0/16/0
38,68.0,LTTextBoxHorizontal,56.699997,692.7368365,552.3269537,733.2368365,,,,35.0,36.0,,48.0,,,"include at least 20 US teams. During the application phase of the competition, up to 20 teams
per country can participate. If more than 20 apply per country, a random selection will be
made for the 20 teams per country.",free_text,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,,,35.0/16/0
39,68.0,LTTextBoxHorizontal,56.699997,578.7368315,549.6140612,676.2368365,,,,35.0,,,48.0,,,"From the top 40 selection, 20 teams are required to be from the US. The remaining 20 teams
can be from other countries. Teams from each country will be ranked only among their
country. Then the top scoring teams from each country will be selected in a round robin
method. The top team from each country will be selected in the first round, then the next top
team from each country will be selected in the second round and the selection is repeated
until 40 teams are selected. This will create the greatest diversity in teams and allow more
countries to participate.",free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,0.0
40,68.0,LTTextBoxHorizontal,56.699997,547.7991749,231.3689161,563.7991754,,41/42/43/44/45/46/47,,0.0,,,48.0,,,2. Mission Overview,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,40.0/0
41,68.0,LTTextBoxHorizontal,56.699997,469.9868315,554.5886705,538.9868315,,,,40.0,,,48.0,,,"The 2024 mission simulates a space probe (Cansat) entering a planetary atmosphere. The
Cansat shall contain the electronics, a hens egg and a detachable heat shield. The probe
shall carry a single large hen's egg (provided). The egg must survive without breaking through
all portions of flight. The probe shall operate as a nose cone during ascent. The operation
sequence shall be:",free_text,,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,cansat/egg/heat shield/electronics/nose cone/probe,False,False,False,False,,,40.0/0
42,68.0,LTTextBoxHorizontal,56.699997,392.7368315,548.9988269,461.7368315,,,,40.0,,41.0,48.0,,,"1. The probe shall take the place and function of the nose cone during ascent. The probe is
launched to a maximum altitude of 725 meters above the launch site and then deployed from
the rocket when the rocket parachute ejection charge fires. The Cansat shall measure the
speed of the rocket during ascent and of itself during descent. Orientation of deployment is
not controlled and is most definitely violent.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,cansat/parachute/rocket/probe,False,False,False,False,,,40.0/0
43,68.0,LTTextBoxHorizontal,56.699997,315.4868315,553.6277311,384.4868315,,,,40.0,,42.0,48.0,,,"2. Once the Cansat is deployed from the rocket, the Cansat shall open an aero-braking heat
shield. The descent rate shall be between 10 to 30 meters/sec. The aero-braking probe must
maintain a stable orientation with the heat shield facing the direction of descent. Tumbling is
not allowed. Active control surfaces or other mechanisms can be used to maintain orientation.
Stability shall be verified with a tilt sensor.",free_text,,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,cansat/rocket/heat shield/probe/tilt sensor/kinematics,False,False,False,False,,,40.0/0
44,68.0,LTTextBoxHorizontal,56.699997,280.9868315,524.3015593,307.2368315,,,,40.0,,43.0,48.0,,,"3. At an altitude of 100 meters, the probe shall release the aero-braking heat shield and
simultaneously deploy a parachute to reduce the descent rate to less than 5 meters/sec.",free_text,,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,cansat/parachute/heat shield/probe/data,False,False,False,False,,,40.0/0
45,68.0,LTTextBoxHorizontal,56.699997,260.7368315,282.1746044,272.7368315,,,,40.0,,44.0,48.0,,,4. The probe shall land with the egg intact.,free_text,,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,egg/probe,False,False,False,False,,,40.0/0
46,68.0,LTTextBoxHorizontal,56.699997,183.4868315,546.9539047,252.4868315,,,,40.0,,,48.0,,,"The probe shall include sensors for tracking altitude using air pressure, internal temperature,
battery voltage, GPS position and a tilt sensor for stability verification during descent. A pitot
tube shall be included to measure the ascent speed and descent speed. A video recording
camera shall be included capturing the horizontal view during ascent and landing. During
descent, the camera shall point in one direction and maintain that direction.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,probe/sensors/battery/pitot tube/camera/kinematics,False,False,False,False,,,40.0/0
47,68.0,LTTextBoxHorizontal,56.699997,140.7368315,538.6042975,166.9868315,,,,40.0,,,48.0,,,"A compartment shall be included to hold a large hen's egg. The egg will simulate a delicate
instrument.",free_text,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,compartment/egg,False,False,False,False,,,0.0
48,68.0,LTTextBoxHorizontal,548.6261595,66.18703153,555.2999876,78.18703153,,,,0.0,,,48.0,,,7,label,page_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,0.0
49,70.0,LTTextBoxHorizontal,78.449997,704.5491799,202.9062275,720.5491804,,50/78/103/123/136/151/172/207/223/225/227/332/336,,0.0,,,77.0,,,3. Requirements,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,49.0/0
50,70.0,LTTextBoxHorizontal,56.699997,669.4868365,206.7351534,681.4868365,,51/52,,49.0,,,77.0,,,Operational Requirements,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,50.0/49/0
51,70.0,LTTextBoxHorizontal,65.77616888,620.7368365,139.1238249,646.9868365,,53/54/55/56/57/58/59/60/61/62/63/64,,50.0,,,77.0,,,"Requirement
Number",label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,50.0/49/0
52,70.0,LTTextBoxHorizontal,314.776182,634.9868365,388.123838,646.9868365,,65/66/67/68/69/70/71/72/73/74/75/76,,50.0,,,77.0,,,Requirement,label,section_level,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
53,70.0,LTTextBoxHorizontal,94.7800755,595.2368315,110.1199192,607.2368315,,,,51.0,,,77.0,,,C1,free text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
54,70.0,LTTextBoxHorizontal,94.7800755,555.4868315,110.1199192,567.4868315,,,,51.0,,,77.0,,,C2,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
55,70.0,LTTextBoxHorizontal,94.7800755,515.7368315,110.1199192,527.7368315,,,,51.0,,,77.0,,,C3,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
56,70.0,LTTextBoxHorizontal,94.7800755,475.9868315,110.1199192,487.9868315,,,,51.0,,,77.0,,,C4,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
57,70.0,LTTextBoxHorizontal,94.7800755,421.9868315,110.1199192,433.9868315,,,,51.0,,,77.0,,,C5,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
58,70.0,LTTextBoxHorizontal,94.7800755,382.2368315,110.1199192,394.2368315,,,,51.0,,,77.0,,,C6,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
59,70.0,LTTextBoxHorizontal,94.7800755,356.7368315,110.1199192,368.7368315,,,,51.0,,,77.0,,,C7,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
60,70.0,LTTextBoxHorizontal,94.7800755,331.2368315,110.1199192,343.2368315,,,,51.0,,,77.0,,,C8,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
61,70.0,LTTextBoxHorizontal,94.7800755,291.4868315,110.1199192,303.4868315,,,,51.0,,,77.0,,,C9,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
62,70.0,LTTextBoxHorizontal,91.44316125,265.9868315,113.4568331,277.9868315,,,,51.0,,,77.0,,,C10,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
63,70.0,LTTextBoxHorizontal,91.88847375,226.2373215,113.0115206,238.2373215,,,,51.0,,,77.0,,,C11,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,51.0/50/49/0
64,70.0,LTTextBoxHorizontal,91.44316125,200.7373215,113.4568331,212.7373215,,,,51.0,,,77.0,,,C12,free_text,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,52.0/50/49/0
65,70.0,LTTextBoxHorizontal,153.450012,580.9868315,545.020328,607.2368315,53,,,52.0,,,77.0,,,"The Cansat shall function as a nose cone during the rocket ascent portion
of the flight.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,cansat/nose cone/rocket,False,False,False,False,,,52.0/50/49/0
66,70.0,LTTextBoxHorizontal,153.450012,541.2368315,517.639465,567.4868315,54,,,52.0,,,77.0,,,"The Cansat shall be deployed from the rocket when the rocket motor
ejection charge fires.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,cansat/rocket/rocket ejection charges,False,False,False,False,,,52.0/50/49/0
67,70.0,LTTextBoxHorizontal,153.450012,501.4868315,500.9636856,527.7368315,55,,,52.0,,,77.0,,,"After deployment from the rocket, the Cansat shall deploy its heat
shield/aerobraking mechanism.",free_text,,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,cansat/heat shield/aero-braking mechanism,False,False,False,False,,,52.0/50/49/0
68,70.0,LTTextBoxHorizontal,153.450012,447.4868315,548.2781369,487.9868315,56,,,52.0,,,77.0,,,"A silver or gold mylar streamer of 50 mm width and 1.5 meters length shall
be connected to the Cansat and released at deployment. This will be used
to locate and identify the Cansat.",free_text,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,cansat/streamer,False,False,False,False,,,52.0/50/49/0
69,70.0,LTTextBoxHorizontal,153.450012,407.7368315,539.0320431,433.9868315,57,,,52.0,,,77.0,,,"At 100 meters, the Cansat shall deploy a parachute and release the heat
shield.",free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,cansat/parachute/heat shield/data,False,False,False,False,,,52.0/50/49/0
70,70.0,LTTextBoxHorizontal,153.450012,382.2368315,438.2859475,394.2368315,58,,,52.0,,,77.0,,,"Upon landing, the Cansat shall stop transmitting data.",free_text,,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,cansat/data,False,False,False,False,,,52.0/50/49/0
