id_num,page_id,class_name,x_start,y_start,x_stop,y_stop,logical_shall,logical_should,associated_with,parent_of,sibling_of,child_of,internal_reference,external_reference,text
8,61,LTTextBoxHorizontal,87.08085675000001,703.184102175,111.06913803,715.184102175,false,false,,,,,,,Date
9,61,LTTextBoxHorizontal,74.96366925000001,682.184102175,123.18632586,694.184102175,false,false,,,,,,,6/11/2023
10,61,LTTextBoxHorizontal,144.450012,682.184102175,202.76837177999997,694.184102175,false,false,,,,,,,Initial guide
11,61,LTTextBoxHorizontal,74.74101300000001,661.184102175,123.40898172000001,673.184102175,false,false,,,,,,,8/10/2023
12,61,LTTextBoxHorizontal,144.450012,661.184102175,255.42657491999998,673.184102175,false,false,,,,,,,Fixed requirement M7.
13,61,LTTextBoxHorizontal,281.66308200000003,721.184102175,330.33691020000003,733.184102175,false,false,,,,,,,Revisions
14,61,LTTextBoxHorizontal,326.44513199999994,703.184102175,370.4548976399999,715.184102175,false,false,,,,,,,Changes
15,61,LTTextBoxHorizontal,548.6261595000001,66.18703153499999,555.2999875800001,78.18703153499999,false,false,,,,,,,4
16,64,LTTextBoxHorizontal,56.699997,704.549179934043,189.52689009541993,720.5491804340429,false,false,,,,,,,1. Introduction
17,64,LTTextBoxHorizontal,56.699997,583.9868315350001,546.2976531,695.7368365350001,false,false,,,,,,,"The Cansat competition is a design-build-fly competition that provides teams with an
opportunity to experience the design life-cycle of an aerospace system. The Cansat
competition is designed to reflect a typical aerospace program on a small scale and includes
all aspects of an aerospace program from the preliminary design review to post flight review.
The mission and its requirements are designed to reflect various aspects of real world
missions including telemetry, communications, and autonomous operations. Each team is
scored throughout the competition on real-world deliverables such as schedules, design
review presentations, and demonstration flights."
18,64,LTTextBoxHorizontal,85.199997,538.799174934043,297.61938909541993,554.7991754340429,false,false,,,,,,,1.1 Competition Description
19,64,LTTextBoxHorizontal,56.699997,475.236831535,548.97538752,529.9868315350001,false,false,,,,,,,"To control the size of the competition, only three teams per school are allowed to apply to the
competition. It is recommended that schools hold internal design competitions to determine
the three teams to apply. If more than three teams from one school apply, the first three
applications received will be accepted."
20,64,LTTextBoxHorizontal,56.699997,446.736831535,234.12187368,458.736831535,false,false,,,,,,,The competition is in five phases.
21,64,LTTextBoxHorizontal,56.699997,375.486831535,550.3523385,430.236831535,true,false,,,,,,,"Phase one is the application phase. Teams must submit an application and a $200
competition fee that is non-refundable. The fee is used to offset the cost of rocket motors and
other materials. Applications must be submitted by November 3, 2023. Payments will be
requested in early November and must be paid by the given due date that will be announced."
22,64,LTTextBoxHorizontal,56.699997,261.486831535,549.61991688,358.986831535,false,false,,,,,,,"Phase two is the preliminary design. Teams are to develop designs, prototype, test concepts
and generate a preliminary design review (PDR) slide package using the provided template.
Teams will submit PDR slides by the designated due date in section 5.4. Slides will only be
accepted in PDF format. Teams that do not meet the due date or do not submit in the proper
PDF format will be dropped from the competition. A schedule will be made available on when
to present a subset of the slides. Teams will have a half hour to discuss a subset of the PDR
slides via telecon."
23,64,LTTextBoxHorizontal,56.699997,232.986831535,412.21171547999995,244.986831535,false,false,,,,,,,"After the PDR, a total of 40 teams will be invited to the competition."
24,64,LTTextBoxHorizontal,56.699997,118.986831535,554.9343718800001,216.486831535,false,false,,,,,,,"Phase three is the critical design. Teams will finalize their design and start ordering
components, manufacturing parts, test subsystems and start developing the flight unit. Teams
will generate a critical design review (CDR) slide package using the provided template. Teams
will submit CDR slides by the designated due date. Slides will only be accepted in PDF
format. Teams that do not meet the due date or do not submit in the proper PDF format will be
dropped from the competition. A schedule will be made available on when to present a subset
of the slides. Teams will have a half hour to discuss a subset of the CDR slides via telecon."
25,64,LTTextBoxHorizontal,56.699997,90.486831535,552.08085612,102.486831535,false,false,,,,,,,"Phase four is the launch weekend. Friday, teams will be scheduled to present their completed"
26,64,LTTextBoxHorizontal,548.6261595000001,66.18703153499999,555.2999875800001,78.18703153499999,false,false,,,,,,,5
27,66,LTTextBoxHorizontal,56.699997,649.9868365350001,546.7312487400001,733.2368365350001,true,false,,,,,,,"Cansat for flight readiness review which must be completed in 30 minutes. The Cansat must
be ready to launch at this time. It must be completely assembled and flight ready. Each team
will be scored during the flight readiness review. Teams can only present once at the flight
readiness review at their designated time. Teams late for the review will lose points. Cansats
must pass the drop test, fit check, and battery verification in order to fly. Multiple attempts at
the drop test are allowed until the flight readiness reviews are completed."
28,66,LTTextBoxHorizontal,56.699997,535.9868315350001,552.08085612,633.4868365350001,true,false,,,,,,,"Phase four is the launch weekend. Friday, teams will be scheduled to present their completed
Cansat for Flight Readiness Review. They will have a half hour to present their Cansat, and
the Cansat must be assembled and flight ready at the teams’ scheduled time. Each team will
be scored during the flight readiness review. Teams can only present once at the flight
readiness review at their designated time. Teams late for the review will lose points. Cansats
must pass the drop test, fit check, and battery verification in order to fly. Multiple attempts at
the drop test are allowed until the flight readiness reviews are completed."
29,66,LTTextBoxHorizontal,56.699997,464.736831535,536.3015574,519.486831535,false,false,,,,,,,"Saturday is the launch day where teams will perform final preparations and turn in their
Cansats by 12:00 hours local time. Launch will start at 13:00 hours local time and continue
until all launches are completed. There will be no second flights unless the fault is of the
launch provider and there are spare rockets and rocket motors."
30,66,LTTextBoxHorizontal,56.699997,407.736831535,549.5789069400001,448.236831535,false,false,,,,,,,"Phase five is the Post Flight Review (PFR). Post Flight Review is a 15 minute presentation of
the flight results and 5 minutes for questions. Awards will be presented at the end of all the
post Flight Reviews."
31,66,LTTextBoxHorizontal,56.699997,364.986831535,550.2527331600002,391.236831535,true,false,,,,,,,"For teams to receive certificates of accomplishment and be considered for awards, they must
complete all phases of the competition."
32,66,LTTextBoxHorizontal,56.699997,307.986831535,538.97929752,348.486831535,false,false,,,,,,,"Late submissions will not be accepted for any phase and the team will be dropped from the
competition. Internet issues, file issues, email issues, and any other issues will not be
considered. Submit the documents early to be safe."
33,66,LTTextBoxHorizontal,56.699997,265.236831535,501.60819821999996,291.486831535,false,false,,,,,,,"All scoring and judging results are final. Scoring is set up to be quantitative with little
qualitative scoring to minimize any biases."
34,66,LTTextBoxHorizontal,56.699997,165.486831535,552.98320002,248.736831535,false,false,,,,,,,"The competition is operated by a dedicated group of volunteers who spend their own time
supporting various phases of the competition. Some volunteers spend their own funds to
attend and support the competition while others are graciously supported by their employers.
The competition is designed to provide teams a great educational experience and to minimize
the time of the volunteers. Strict due dates, file templates, and file name formats are required.
Please follow all due dates and all submission requirements."
35,66,LTTextBoxHorizontal,74.47692900000001,120.29917493404298,217.31923292041995,136.29917543404298,false,false,,,,,,,1.2 Team Selection
36,66,LTTextBoxHorizontal,56.699997,99.486831535,514.28203194,111.486831535,false,false,,,,,,,"Since the competition is sponsored by US organizations, the competition is required to"
37,66,LTTextBoxHorizontal,548.6261595000001,66.18703153499999,555.2999875800001,78.18703153499999,false,false,,,,,,,6
38,68,LTTextBoxHorizontal,56.699997,692.7368365350001,552.32695374,733.2368365350001,false,false,,,,,,,"include at least 20 US teams. During the application phase of the competition, up to 20 teams
per country can participate. If more than 20 apply per country, a random selection will be
made for the 20 teams per country."
39,68,LTTextBoxHorizontal,56.699997,578.7368315350001,549.6140612400001,676.2368365350001,false,false,,,,,,,"From the top 40 selection, 20 teams are required to be from the US. The remaining 20 teams
can be from other countries. Teams from each country will be ranked only among their
country. Then the top scoring teams from each country will be selected in a round robin
method. The top team from each country will be selected in the first round, then the next top
team from each country will be selected in the second round and the selection is repeated
until 40 teams are selected. This will create the greatest diversity in teams and allow more
countries to participate."
40,68,LTTextBoxHorizontal,56.699997,547.799174934043,231.36891606891606,563.7991754340429,false,false,,,,,,,2. Mission Overview
41,68,LTTextBoxHorizontal,56.699997,469.986831535,554.5886704800001,538.9868315350001,true,false,,,,,,,"The 2024 mission simulates a space probe (Cansat) entering a planetary atmosphere. The
Cansat shall contain the electronics, a hens egg and a detachable heat shield. The probe
shall carry a single large hen's egg (provided). The egg must survive without breaking through
all portions of flight. The probe shall operate as a nose cone during ascent. The operation
sequence shall be:"
42,68,LTTextBoxHorizontal,56.699997,392.736831535,548.9988268800001,461.736831535,true,false,,,,,,,"1. The probe shall take the place and function of the nose cone during ascent. The probe is
launched to a maximum altitude of 725 meters above the launch site and then deployed from
the rocket when the rocket parachute ejection charge fires. The Cansat shall measure the
speed of the rocket during ascent and of itself during descent. Orientation of deployment is
not controlled and is most definitely violent."
43,68,LTTextBoxHorizontal,56.699997,315.486831535,553.6277310600001,384.486831535,true,false,,,,,,,"2. Once the Cansat is deployed from the rocket, the Cansat shall open an aero-braking heat
shield. The descent rate shall be between 10 to 30 meters/sec. The aero-braking probe must
maintain a stable orientation with the heat shield facing the direction of descent. Tumbling is
not allowed. Active control surfaces or other mechanisms can be used to maintain orientation.
Stability shall be verified with a tilt sensor."
44,68,LTTextBoxHorizontal,56.699997,280.986831535,524.3015592600001,307.236831535,true,false,,,,,,,"3. At an altitude of 100 meters, the probe shall release the aero-braking heat shield and
simultaneously deploy a parachute to reduce the descent rate to less than 5 meters/sec."
45,68,LTTextBoxHorizontal,56.699997,260.736831535,282.17460437999995,272.736831535,true,false,,,,,,,4. The probe shall land with the egg intact.
46,68,LTTextBoxHorizontal,56.699997,183.486831535,546.9539047200001,252.486831535,true,false,,,,,,,"The probe shall include sensors for tracking altitude using air pressure, internal temperature,
battery voltage, GPS position and a tilt sensor for stability verification during descent. A pitot
tube shall be included to measure the ascent speed and descent speed. A video recording
camera shall be included capturing the horizontal view during ascent and landing. During
descent, the camera shall point in one direction and maintain that direction."
47,68,LTTextBoxHorizontal,56.699997,140.736831535,538.60429746,166.986831535,true,false,,,,,,,"A compartment shall be included to hold a large hen's egg. The egg will simulate a delicate
instrument."
48,68,LTTextBoxHorizontal,548.6261595000001,66.18703153499999,555.2999875800001,78.18703153499999,false,false,,,,,,,7
49,70,LTTextBoxHorizontal,78.449997,704.549179934043,202.90622754307614,720.5491804340429,false,false,,,,,,,3. Requirements
50,70,LTTextBoxHorizontal,56.699997,669.4868365350001,206.73515337,681.4868365350001,false,false,,,,,,,Operational Requirements
51,70,LTTextBoxHorizontal,65.776168875,620.7368365350001,139.123824915,646.9868365350001,false,false,,,,,,,"Requirement
Number"
52,70,LTTextBoxHorizontal,314.77618199999995,634.9868365350001,388.1238380399999,646.9868365350001,false,false,,,,,,,Requirement
53,70,LTTextBoxHorizontal,94.78007550000001,595.2368315350001,110.11991922000001,607.2368315350001,false,false,,,,,,,C1
54,70,LTTextBoxHorizontal,94.78007550000001,555.4868315350001,110.11991922000001,567.4868315350001,false,false,,,,,,,C2
55,70,LTTextBoxHorizontal,94.78007550000001,515.7368315350001,110.11991922000001,527.7368315350001,false,false,,,,,,,C3
56,70,LTTextBoxHorizontal,94.78007550000001,475.986831535,110.11991922000001,487.986831535,false,false,,,,,,,C4
57,70,LTTextBoxHorizontal,94.78007550000001,421.986831535,110.11991922000001,433.986831535,false,false,,,,,,,C5
58,70,LTTextBoxHorizontal,94.78007550000001,382.236831535,110.11991922000001,394.236831535,false,false,,,,,,,C6
59,70,LTTextBoxHorizontal,94.78007550000001,356.736831535,110.11991922000001,368.736831535,false,false,,,,,,,C7
60,70,LTTextBoxHorizontal,94.78007550000001,331.236831535,110.11991922000001,343.236831535,false,false,,,,,,,C8
61,70,LTTextBoxHorizontal,94.78007550000001,291.486831535,110.11991922000001,303.486831535,false,false,,,,,,,C9
62,70,LTTextBoxHorizontal,91.44316125,265.986831535,113.45683305,277.986831535,false,false,,,,,,,C10
63,70,LTTextBoxHorizontal,91.88847375,226.237321535,113.01152058,238.237321535,false,false,,,,,,,C11
64,70,LTTextBoxHorizontal,91.44316125,200.737321535,113.45683305,212.737321535,false,false,,,,,,,C12
65,70,LTTextBoxHorizontal,153.450012,580.9868315350001,545.0203280400001,607.2368315350001,true,false,,,,,,,"The Cansat shall function as a nose cone during the rocket ascent portion
of the flight."
66,70,LTTextBoxHorizontal,153.450012,541.2368315350001,517.6394649599999,567.4868315350001,true,false,,,,,,,"The Cansat shall be deployed from the rocket when the rocket motor
ejection charge fires."
67,70,LTTextBoxHorizontal,153.450012,501.486831535,500.96368559999996,527.7368315350001,true,false,,,,,,,"After deployment from the rocket, the Cansat shall deploy its heat
shield/aerobraking mechanism."
68,70,LTTextBoxHorizontal,153.450012,447.486831535,548.27813694,487.986831535,true,false,,,,,,,"A silver or gold mylar streamer of 50 mm width and 1.5 meters length shall
be connected to the Cansat and released at deployment. This will be used
to locate and identify the Cansat."
69,70,LTTextBoxHorizontal,153.450012,407.736831535,539.0320431,433.986831535,true,false,,,,,,,"At 100 meters, the Cansat shall deploy a parachute and release the heat
shield."
70,70,LTTextBoxHorizontal,153.450012,382.236831535,438.28594745999993,394.236831535,true,false,,,,,,,"Upon landing, the Cansat shall stop transmitting data."
71,70,LTTextBoxHorizontal,153.450012,356.736831535,456.99493175999993,368.736831535,true,false,,,,,,,"Upon landing, the Cansat shall activate an audio beacon."
72,70,LTTextBoxHorizontal,153.450012,316.986831535,546.3328281600001,343.236831535,true,false,,,,,,,"The Cansat shall carry a provided large hens egg with a mass range of 51
to 65 grams"
73,70,LTTextBoxHorizontal,151.200012,291.486831535,397.36993559999996,303.486831535,true,false,,,,,,,0 altitude reference shall be at the launch pad.
74,70,LTTextBoxHorizontal,151.200012,251.736831535,527.4422031600001,277.986831535,true,false,,,,,,,"During descent with the heat shield deployed, the descent rate shall be
between 10 to 30 m/s."
75,70,LTTextBoxHorizontal,151.200012,226.237321535,528.06915444,238.237321535,true,false,,,,,,,"At 100 meters, the Cansat shall have a descent rate of less than 5 m/s."
76,70,LTTextBoxHorizontal,151.200012,172.237321535,538.08282618,212.737321535,true,false,,,,,,,"Cost of the Cansat shall be under $1000. Ground support and analysis
tools are not included in the cost of the Cansat. Equipment from previous
years shall be included in this cost, based on current market value."
77,70,LTTextBoxHorizontal,548.6261595000001,66.18703153499999,555.2999875800001,78.18703153499999,false,false,,,,,,,8
78,72,LTTextBoxHorizontal,56.699997,721.2373245350001,196.73319987,733.2373245350001,false,false,,,,,,,Structural Requirements
79,72,LTTextBoxHorizontal,65.026168875,672.4873245350001,138.373824915,698.7373245350001,false,false,,,,,,,"Requirement
Number"
80,72,LTTextBoxHorizontal,314.02618199999995,686.7373245350001,387.3738380399999,698.7373245350001,false,false,,,,,,,Requirement
81,72,LTTextBoxHorizontal,94.36113,646.9873245350001,109.03886435999999,658.9873245350001,false,false,,,,,,,S1
82,72,LTTextBoxHorizontal,94.36113,607.2373215350001,109.03886435999999,619.2373215350001,false,false,,,,,,,S2
83,72,LTTextBoxHorizontal,94.36113,581.7373215350001,109.03886435999999,593.7373215350001,false,false,,,,,,,S3
84,72,LTTextBoxHorizontal,94.36113,556.2373215350001,109.03886435999999,568.2373215350001,false,false,,,,,,,S4
85,72,LTTextBoxHorizontal,94.36113,530.7373215350001,109.03886435999999,542.7373215350001,false,false,,,,,,,S5
86,72,LTTextBoxHorizontal,94.36113,505.23732153500004,109.03886435999999,517.237321535,false,false,,,,,,,S6
87,72,LTTextBoxHorizontal,94.36113,479.73732153500004,109.03886435999999,491.73732153500004,false,false,,,,,,,S7
88,72,LTTextBoxHorizontal,94.36113,454.23732153500004,109.03886435999999,466.23732153500004,false,false,,,,,,,S8
89,72,LTTextBoxHorizontal,94.36113,414.48732153500004,109.03886435999999,426.48732153500004,false,false,,,,,,,S9
90,72,LTTextBoxHorizontal,91.02421575,374.73732153500004,112.37577819,386.73732153500004,false,false,,,,,,,S10
91,72,LTTextBoxHorizontal,91.46952825,349.23732153500004,111.93046608,361.23732153500004,false,false,,,,,,,S11
92,72,LTTextBoxHorizontal,151.950012,632.7373245350001,539.16094746,658.9873245350001,true,false,,,,,,,"The Cansat mass shall be 900 grams +/- 10 grams without the egg being
installed."
93,72,LTTextBoxHorizontal,151.950012,607.2373215350001,435.41485757999993,619.2373215350001,true,false,,,,,,,Nose cone shall be symmetrical along the thrust axis.
94,72,LTTextBoxHorizontal,151.950012,581.7373215350001,370.7214944399999,593.7373215350001,true,false,,,,,,,Nose cone radius shall be exactly 71 mm
95,72,LTTextBoxHorizontal,151.950012,556.2373215350001,420.08673443999993,568.2373215350001,true,true,,,,,,,Nose cone shoulder radius shall be exactly 68 mm
96,72,LTTextBoxHorizontal,151.950012,530.7373215350001,454.7683694399999,542.7373215350001,true,true,,,,,,,Nose cone shoulder length shall be a minimum of 50 mm
97,72,LTTextBoxHorizontal,151.950012,505.23732153500004,394.70978118,517.237321535,true,false,,,,,,,Cansat structure must survive 15 Gs vibration
98,72,LTTextBoxHorizontal,151.950012,479.73732153500004,326.69415252,491.73732153500004,true,false,,,,,,,Cansat shall survive 30 G shock.
99,72,LTTextBoxHorizontal,151.950012,439.98732153500004,516.82501374,466.23732153500004,true,false,,,,,,,"The Cansat shall perform the function of the nose cone during rocket
ascent."
100,72,LTTextBoxHorizontal,151.950012,400.23732153500004,546.6257913600001,426.48732153500004,true,false,,,,,,,"The rocket airframe can be used to restrain any deployable parts of the
Cansat but shall allow the Cansat to slide out of the payload section freely."
101,72,LTTextBoxHorizontal,151.950012,374.73732153500004,502.1414160599999,386.73732153500004,false,false,,,,,,,The rocket airframe can be used as part of the Cansat operations.
102,72,LTTextBoxHorizontal,151.950012,334.98732153500004,544.5925899,361.23732153500004,true,false,,,,,,,"All electronics and mechanical components shall be hard mounted using
proper mounts such as standoffs, screws, or high performance adhesives."
103,72,LTTextBoxHorizontal,56.699997,300.48732153500004,205.41093462,312.48732153500004,false,false,,,,,,,Mechanism Requirements
104,72,LTTextBoxHorizontal,63.526168875,251.737321535,136.873824915,277.98732153500004,false,false,,,,,,,"Requirement
Number"
105,72,LTTextBoxHorizontal,312.52618199999995,265.98732153500004,385.8738380399999,277.98732153500004,false,false,,,,,,,Requirement
106,72,LTTextBoxHorizontal,91.86503625,226.237321535,108.53495805,238.237321535,false,false,,,,,,,M1
107,72,LTTextBoxHorizontal,91.86503625,200.737321535,108.53495805,212.737321535,false,false,,,,,,,M2
108,72,LTTextBoxHorizontal,91.86503625,146.737321535,108.53495805,158.737321535,false,false,,,,,,,M3
109,72,LTTextBoxHorizontal,91.86503625,106.987321535,108.53495805,118.987321535,false,false,,,,,,,M4
110,72,LTTextBoxHorizontal,148.950012,226.237321535,423.74883809999994,238.237321535,false,false,,,,,,,No pyrotechnical or chemical actuators are allowed.
111,72,LTTextBoxHorizontal,146.700012,172.237321535,546.24493752,212.737321535,true,false,,,,,,,"Mechanisms that use heat (e.g., nichrome wire) shall not be exposed to the
outside environment to reduce potential risk of setting the vegetation on
fire."
112,72,LTTextBoxHorizontal,148.950012,132.487321535,549.16290438,158.737321535,true,false,,,,,,,"All mechanisms shall be capable of maintaining their configuration or states
under all forces."
113,72,LTTextBoxHorizontal,148.950012,92.737321535,516.48517194,118.987321535,true,false,,,,,,,"Spring contacts shall not be used for making electrical connections to
batteries. Shock forces can cause momentary disconnects."
114,72,LTTextBoxHorizontal,548.6261595000001,66.18703153499999,555.2999875800001,78.18703153499999,false,false,,,,,,,9
115,74,LTTextBoxHorizontal,91.86503625,715.2373245350001,108.53495805,727.2373245350001,false,false,,,,,,,M5
116,74,LTTextBoxHorizontal,91.86503625,689.7373245350001,108.53495805,701.7373245350001,false,false,,,,,,,M6
117,74,LTTextBoxHorizontal,91.86503625,649.9873245350001,108.53495805,661.9873245350001,false,false,,,,,,,M7
118,74,LTTextBoxHorizontal,91.86503625,610.2373245350001,108.53495805,622.2373245350001,false,false,,,,,,,M8
119,74,LTTextBoxHorizontal,148.950012,715.2373245350001,517.8269631,727.2373245350001,true,false,,,,,,,The Cansat shall deploy a heat shield after deploying from the rocket.
120,74,LTTextBoxHorizontal,148.950012,675.4873245350001,545.8640744400001,701.7373245350001,true,false,,,,,,,"The heat shield shall be used as an aerobrake and limit the descent rate to
10 to 30 m/s."
121,74,LTTextBoxHorizontal,148.950012,635.7373245350001,537.19220118,661.9873245350001,true,false,,,,,,,"At 100 meters, the probe shall release a parachute to reduce the descent
rate to less than 5 m/s."
122,74,LTTextBoxHorizontal,148.950012,595.9873215350001,547.18243752,622.2373245350001,true,false,,,,,,,"The Cansat shall protect a hens egg from damage during all portions of the
flight."
123,74,LTTextBoxHorizontal,56.699997,561.4873215350001,193.42265337,573.4873215350001,false,false,,,,,,,Electrical Requirements
124,74,LTTextBoxHorizontal,63.526168875,512.7373215350001,136.873824915,538.9873215350001,false,false,,,,,,,"Requirement
Number"
125,74,LTTextBoxHorizontal,312.52618199999995,526.9873215350001,385.8738380399999,538.9873215350001,false,false,,,,,,,Requirement
126,74,LTTextBoxHorizontal,92.86113,487.23732153500004,107.53886435999999,499.23732153500004,false,false,,,,,,,E1
127,74,LTTextBoxHorizontal,92.86113,461.73732153500004,107.53886435999999,473.73732153500004,false,false,,,,,,,E2
128,74,LTTextBoxHorizontal,92.86113,407.73732153500004,107.53886435999999,419.73732153500004,false,false,,,,,,,E3
129,74,LTTextBoxHorizontal,92.86113,382.23732153500004,107.53886435999999,394.23732153500004,false,false,,,,,,,E4
130,74,LTTextBoxHorizontal,92.86113,356.73732153500004,107.53886435999999,368.73732153500004,false,false,,,,,,,E5
131,74,LTTextBoxHorizontal,148.950012,487.23732153500004,371.06133809999994,499.23732153500004,false,false,,,,,,,Lithium polymer batteries are not allowed.
132,74,LTTextBoxHorizontal,148.950012,433.23732153500004,545.0847793199999,473.73732153500004,true,false,,,,,,,"Battery source may be alkaline, Ni-Cad, Ni-MH or Lithium. Lithium polymer
batteries are not allowed. Lithium cells must be manufactured with a metal
package similar to 18650 cells. Coin cells are allowed."
133,74,LTTextBoxHorizontal,148.950012,407.73732153500004,372.37383797999996,419.73732153500004,false,false,,,,,,,Easily accessible power switch is required
134,74,LTTextBoxHorizontal,148.950012,382.23732153500004,291.01641798,394.23732153500004,false,false,,,,,,,Power indicator is required
135,74,LTTextBoxHorizontal,148.950012,342.48732153500004,542.4890781600001,368.73732153500004,true,false,,,,,,,"The Cansat shall operate for a minimum of two hours when integrated into
the rocket."
136,74,LTTextBoxHorizontal,56.699997,307.98732153500004,237.39726237,319.98732153500004,false,false,,,,,,,Communications Requirements
137,74,LTTextBoxHorizontal,63.526168875,259.23732153500004,136.873824915,285.48732153500004,false,false,,,,,,,"Requirement
Number"
138,74,LTTextBoxHorizontal,312.52618199999995,273.48732153500004,385.8738380399999,285.48732153500004,false,false,,,,,,,Requirement
139,74,LTTextBoxHorizontal,92.86113,233.737321535,107.53886435999999,245.737321535,false,false,,,,,,,X1
140,74,LTTextBoxHorizontal,92.86113,193.987321535,107.53886435999999,205.987321535,false,false,,,,,,,X2
141,74,LTTextBoxHorizontal,92.86113,168.487321535,107.53886435999999,180.487321535,false,false,,,,,,,X3
142,74,LTTextBoxHorizontal,92.86113,142.987321535,107.53886435999999,154.987321535,false,false,,,,,,,X4
143,74,LTTextBoxHorizontal,92.86113,117.487321535,107.53886435999999,129.487321535,false,false,,,,,,,X5
144,74,LTTextBoxHorizontal,148.950012,219.487321535,504.88946688,245.737321535,true,false,,,,,,,"XBEE radios shall be used for telemetry. 2.4 GHz Series radios are
allowed. 900 MHz XBEE radios are also allowed."
145,74,LTTextBoxHorizontal,148.950012,193.987321535,515.54767236,205.987321535,true,false,,,,,,,XBEE radios shall have their NETID/PANID set to their team number.
146,74,LTTextBoxHorizontal,148.950012,168.487321535,380.41290431999994,180.487321535,true,false,,,,,,,XBEE radios shall not use broadcast mode.
147,74,LTTextBoxHorizontal,148.950012,142.987321535,425.75274618000003,154.987321535,true,false,,,,,,,The probe shall transmit telemetry once per second.
148,74,LTTextBoxHorizontal,148.950012,103.237321535,519.16290642,129.487321535,true,false,,,,,,,"The probe telemetry shall include altitude, air pressure, temperature,
battery voltage, probe tilt angles, air speed, command echo, and GPS"
149,74,LTTextBoxHorizontal,541.9523295,66.18703153499999,555.2999856600001,78.18703153499999,false,false,,,,,,,10
150,76,LTTextBoxHorizontal,148.950012,700.9873245350001,549.20977938,727.2373245350001,false,false,,,,,,,"coordinates that include latitude, longitude, altitude and number of satellites
tracked."
151,76,LTTextBoxHorizontal,56.699997,623.7373245350001,180.73710612,635.7373245350001,false,false,,,,,,,Sensor Requirements
152,76,LTTextBoxHorizontal,63.526168875,574.9878115350001,136.873824915,601.2373215350001,false,false,,,,,,,"Requirement
Number"
153,76,LTTextBoxHorizontal,312.52618199999995,589.2373215350001,385.8738380399999,601.2373215350001,false,false,,,,,,,Requirement
